,START_DATE,START_TIME,START,STOP,END_DATE,END_TIME,RIDE_DURATION,MILES,FARE,DAY_NIGHT,PURPOSE,ROUND_TRIP,CATEGORY
603,15-04-2016,09:29:00,Palm Bay,Miami,15-04-2016,10:01:00,32,11.9,130.9,MORNING,Errand/Supplies,No,Business
604,22-04-2016,18:21:00,Kissimmee,West Palm Beach,22-04-2016,18:35:00,14,8.1,89.1,EVENING,Errand/Supplies,No,Business
605,08-04-2016,07:05:00,Tampa,Palm Bay,08-04-2016,07:31:00,26,16.9,185.9,MORNING,Meeting,No,Business
606,12-02-2016,10:54:00,Miami,Fort Pierce,12-02-2016,12:31:00,97,48.6,534.6,AFTER-NOON,Airport/Travel,No,Business
607,21-05-2016,20:19:00,West Palm Beach,Palm Bay,21-05-2016,21:38:00,79,51.2,563.2,NIGHT,Meeting,No,Business
608,15-02-2016,14:10:00,Tampa,Miami,15-02-2016,15:30:00,80,48.7,535.7,AFTER-NOON,Errand/Supplies,No,Business
609,03-06-2016,12:53:00,Kissimmee,Kissimmee,03-06-2016,14:22:00,89,48,528,AFTER-NOON,Airport/Travel,Yes,Business
610,13-05-2016,14:52:00,Tampa,Fort Pierce,13-05-2016,15:16:00,24,9.7,106.7,AFTER-NOON,Meal/Entertain,No,Business
611,12-06-2016,06:50:00,Miami,Palm Bay,12-06-2016,07:55:00,65,45.2,497.2,MORNING,Meeting,No,Personal
612,11-06-2016,10:45:00,Miami,West Palm Beach,11-06-2016,11:38:00,53,42.2,464.2,AFTER-NOON,Meeting,No,Personal
613,14-03-2016,12:12:00,Miami,Miami,14-03-2016,12:46:00,34,24.1,265.1,AFTER-NOON,Customer Visit,Yes,Business
614,07-02-2016,09:26:00,Fort Pierce,Orlando,07-02-2016,11:01:00,95,39.4,433.4,MORNING,Meeting,No,Business
615,31-05-2016,14:58:00,Kissimmee,Fort Pierce,31-05-2016,15:21:00,23,18.1,199.1,AFTER-NOON,Meeting,No,Business
616,15-04-2016,15:03:00,Tampa,Kissimmee,15-04-2016,16:00:00,57,41.5,456.5,EVENING,Errand/Supplies,No,Personal
617,25-04-2016,13:55:00,Kissimmee,West Palm Beach,25-04-2016,15:35:00,100,36.6,402.6,AFTER-NOON,Customer Visit,No,Business
618,06-02-2016,19:59:00,Miami,Miami,06-02-2016,20:24:00,25,18.5,203.5,NIGHT,Customer Visit,Yes,Business
619,10-02-2016,10:21:00,Fort Pierce,Orlando,10-02-2016,11:12:00,51,37.3,410.3,AFTER-NOON,Meeting,No,Business
620,28-06-2016,16:39:00,Kissimmee,Kissimmee,28-06-2016,17:29:00,50,24.3,267.3,EVENING,Airport/Travel,Yes,Business
621,03-05-2016,19:03:00,Palm Bay,Kissimmee,03-05-2016,20:38:00,95,63.8,701.8,NIGHT,Errand/Supplies,No,Business
622,31-03-2016,14:26:00,Miami,West Palm Beach,31-03-2016,14:37:00,11,5.9,64.9,AFTER-NOON,Customer Visit,No,Personal
623,07-06-2016,08:41:00,Kissimmee,Miami,07-06-2016,09:07:00,26,11.2,123.2,MORNING,Meal/Entertain,No,Business
624,02-02-2016,13:31:00,West Palm Beach,Fort Pierce,02-02-2016,14:56:00,85,45.3,498.3,AFTER-NOON,Meeting,No,Business
625,28-06-2016,10:33:00,Fort Pierce,Orlando,28-06-2016,12:13:00,100,66,726,AFTER-NOON,Meal/Entertain,No,Business
626,21-03-2016,11:48:00,Tampa,Orlando,21-03-2016,12:03:00,15,10.5,115.5,AFTER-NOON,Meeting,No,Personal
627,30-05-2016,20:13:00,Orlando,Fort Pierce,30-05-2016,22:01:00,108,85.9,944.9,NIGHT,Meeting,No,Personal
628,24-05-2016,20:06:00,Palm Bay,Miami,24-05-2016,21:02:00,56,42.1,463.1,NIGHT,Meeting,No,Personal
629,24-02-2016,07:33:00,Palm Bay,Kissimmee,24-02-2016,08:18:00,45,21.9,240.9,MORNING,Customer Visit,No,Personal
630,20-02-2016,12:46:00,Tampa,Fort Pierce,20-02-2016,14:17:00,91,71,781,AFTER-NOON,Customer Visit,No,Business
631,03-01-2016,13:00:00,Miami,Palm Bay,03-01-2016,14:12:00,72,23.7,260.7,AFTER-NOON,Meeting,No,Business
632,03-01-2016,08:37:00,Orlando,Kissimmee,03-01-2016,09:28:00,51,18.4,202.4,MORNING,Errand/Supplies,No,Business
633,27-06-2016,07:19:00,Orlando,Palm Bay,27-06-2016,08:33:00,74,31.2,343.2,MORNING,Meeting,No,Business
634,08-05-2016,17:26:00,Palm Bay,West Palm Beach,08-05-2016,17:31:00,5,1.6,17.6,EVENING,Meal/Entertain,No,Business
635,08-03-2016,11:32:00,Miami,Fort Pierce,08-03-2016,13:01:00,89,33.5,368.5,AFTER-NOON,Meeting,No,Business
636,01-02-2016,07:39:00,Miami,Palm Bay,01-02-2016,07:57:00,18,7.9,86.9,MORNING,Meal/Entertain,No,Business
637,03-06-2016,10:22:00,Miami,Kissimmee,03-06-2016,12:11:00,109,35.4,389.4,AFTER-NOON,Meeting,No,Business
638,20-02-2016,14:09:00,Orlando,Kissimmee,20-02-2016,15:01:00,52,29.1,320.1,AFTER-NOON,Meal/Entertain,No,Business
639,20-05-2016,18:39:00,Palm Bay,Kissimmee,20-05-2016,19:16:00,37,28.3,311.3,EVENING,Meal/Entertain,No,Business
640,24-06-2016,07:35:00,Fort Pierce,Orlando,24-06-2016,07:49:00,14,10.1,111.1,MORNING,Meeting,No,Business
641,23-03-2016,11:18:00,Kissimmee,Orlando,23-03-2016,13:06:00,108,50.6,556.6,AFTER-NOON,Errand/Supplies,No,Personal
642,26-06-2016,08:30:00,West Palm Beach,Orlando,26-06-2016,08:52:00,22,11.1,122.1,MORNING,Meal/Entertain,No,Business
643,07-01-2016,12:59:00,Orlando,Fort Pierce,07-01-2016,13:15:00,16,7.5,82.5,AFTER-NOON,Meeting,No,Business
644,04-01-2016,09:20:00,Kissimmee,Kissimmee,04-01-2016,09:49:00,29,20.1,221.1,MORNING,Customer Visit,Yes,Business
645,12-06-2016,13:59:00,Kissimmee,Orlando,12-06-2016,15:26:00,87,41.9,460.9,AFTER-NOON,Customer Visit,No,Business
646,02-03-2016,14:23:00,Miami,Tampa,02-03-2016,14:42:00,19,9.5,104.5,AFTER-NOON,Customer Visit,No,Business
647,13-06-2016,11:21:00,Palm Bay,Orlando,13-06-2016,11:44:00,23,9.2,101.2,AFTER-NOON,Meeting,No,Business
648,19-02-2016,19:54:00,Palm Bay,Miami,19-02-2016,21:38:00,104,35.4,389.4,NIGHT,Customer Visit,No,Business
649,18-03-2016,10:58:00,Miami,Kissimmee,18-03-2016,11:16:00,18,10.3,113.3,AFTER-NOON,Meal/Entertain,No,Business
650,22-05-2016,10:18:00,Fort Pierce,Orlando,22-05-2016,11:02:00,44,30.1,331.1,AFTER-NOON,Meeting,No,Business
651,18-03-2016,08:56:00,West Palm Beach,West Palm Beach,18-03-2016,10:50:00,114,86.6,952.6,MORNING,Errand/Supplies,Yes,Personal
652,02-02-2016,08:25:00,West Palm Beach,Miami,02-02-2016,09:57:00,92,39.1,430.1,MORNING,Customer Visit,No,Business
653,09-02-2016,12:24:00,Tampa,West Palm Beach,09-02-2016,12:55:00,31,11.9,130.9,AFTER-NOON,Customer Visit,No,Business
654,16-06-2016,07:22:00,Fort Pierce,West Palm Beach,16-06-2016,08:17:00,55,39.7,436.7,MORNING,Meeting,No,Business
655,04-05-2016,11:03:00,Palm Bay,Orlando,04-05-2016,11:15:00,12,4.8,52.8,AFTER-NOON,Airport/Travel,No,Business
656,20-01-2016,16:59:00,Orlando,Kissimmee,20-01-2016,18:52:00,113,89.8,987.8,EVENING,Meeting,No,Business
657,12-01-2016,20:18:00,Miami,West Palm Beach,12-01-2016,20:58:00,40,18.4,202.4,NIGHT,Meeting,No,Business
658,11-06-2016,17:32:00,Miami,Tampa,11-06-2016,19:27:00,115,49.7,546.7,EVENING,Errand/Supplies,No,Business
659,15-01-2016,06:08:00,Palm Bay,Kissimmee,15-01-2016,08:07:00,119,59.2,651.2,MORNING,Airport/Travel,No,Business
660,19-01-2016,12:10:00,Miami,Palm Bay,19-01-2016,12:27:00,17,6.3,69.3,AFTER-NOON,Airport/Travel,No,Business
661,08-06-2016,08:07:00,Miami,West Palm Beach,08-06-2016,09:36:00,89,61.6,677.6,MORNING,Meal/Entertain,No,Business
662,14-06-2016,11:11:00,Miami,Miami,14-06-2016,11:29:00,18,12.9,141.9,AFTER-NOON,Airport/Travel,Yes,Personal
663,02-05-2016,14:56:00,West Palm Beach,West Palm Beach,02-05-2016,16:36:00,100,65.2,717.2,AFTER-NOON,Meeting,Yes,Business
664,29-01-2016,20:52:00,Kissimmee,Miami,29-01-2016,21:06:00,14,9.2,101.2,NIGHT,Meeting,No,Business
665,24-02-2016,07:20:00,Tampa,Fort Pierce,24-02-2016,08:36:00,76,27.7,304.7,MORNING,Customer Visit,No,Personal
666,09-01-2016,09:38:00,Orlando,Orlando,09-01-2016,10:45:00,67,27.5,302.5,MORNING,Meeting,Yes,Business
667,13-01-2016,16:26:00,Fort Pierce,Fort Pierce,13-01-2016,17:29:00,63,43.2,475.2,EVENING,Errand/Supplies,Yes,Business
668,14-06-2016,14:38:00,Orlando,Kissimmee,14-06-2016,16:32:00,114,45.8,503.8,AFTER-NOON,Meeting,No,Business
669,10-05-2016,15:38:00,Orlando,Miami,10-05-2016,15:48:00,10,3.2,35.2,EVENING,Meeting,No,Personal
670,31-03-2016,20:23:00,Orlando,Palm Bay,31-03-2016,21:30:00,67,38.4,422.4,NIGHT,Meeting,No,Business
671,11-02-2016,09:11:00,Miami,Fort Pierce,11-02-2016,09:28:00,17,8.7,95.7,MORNING,Meeting,No,Business
672,18-04-2016,06:07:00,Tampa,Kissimmee,18-04-2016,06:48:00,41,23.4,257.4,MORNING,Meeting,No,Business
673,16-05-2016,08:54:00,Tampa,Palm Bay,16-05-2016,09:21:00,27,16.9,185.9,MORNING,Meeting,No,Personal
674,04-04-2016,18:12:00,Orlando,Tampa,04-04-2016,18:52:00,40,15.6,171.6,EVENING,Meeting,No,Business
675,17-02-2016,12:22:00,Fort Pierce,Fort Pierce,17-02-2016,13:45:00,83,45.9,504.9,AFTER-NOON,Meeting,Yes,Business
676,08-03-2016,17:29:00,Fort Pierce,Miami,08-03-2016,17:37:00,8,2.8,30.8,EVENING,Meeting,No,Business
677,10-04-2016,07:26:00,Miami,West Palm Beach,10-04-2016,07:40:00,14,6.5,71.5,MORNING,Meeting,No,Business
678,04-05-2016,07:14:00,West Palm Beach,Tampa,04-05-2016,08:59:00,105,58.4,642.4,MORNING,Meeting,No,Personal
679,11-02-2016,14:50:00,Tampa,Orlando,11-02-2016,16:40:00,110,87,957,AFTER-NOON,Meeting,No,Business
680,25-01-2016,14:25:00,Fort Pierce,Orlando,25-01-2016,15:48:00,83,31.4,345.4,AFTER-NOON,Meal/Entertain,No,Business
681,16-01-2016,13:23:00,Miami,Palm Bay,16-01-2016,14:36:00,73,38.4,422.4,AFTER-NOON,Meeting,No,Business
682,23-04-2016,07:42:00,West Palm Beach,Tampa,23-04-2016,08:41:00,59,34.5,379.5,MORNING,Meeting,No,Personal
683,17-04-2016,06:14:00,Palm Bay,Tampa,17-04-2016,07:33:00,79,53.7,590.7,MORNING,Meeting,No,Business
684,20-04-2016,12:56:00,Miami,Orlando,20-04-2016,14:46:00,110,50.4,554.4,AFTER-NOON,Meeting,No,Personal
685,22-02-2016,10:07:00,Miami,Orlando,22-02-2016,11:28:00,81,46.9,515.9,AFTER-NOON,Errand/Supplies,No,Personal
686,17-06-2016,13:14:00,West Palm Beach,Palm Bay,17-06-2016,14:30:00,76,38.8,426.8,AFTER-NOON,Meeting,No,Business
687,08-03-2016,07:38:00,Orlando,Tampa,08-03-2016,09:11:00,93,33.5,368.5,MORNING,Meeting,No,Personal
688,28-06-2016,20:35:00,Fort Pierce,Tampa,28-06-2016,20:51:00,16,10.8,118.8,NIGHT,Meal/Entertain,No,Personal
689,03-03-2016,15:18:00,West Palm Beach,Palm Bay,03-03-2016,15:57:00,39,30,330,EVENING,Meeting,No,Business
690,21-05-2016,16:22:00,Miami,Miami,21-05-2016,17:38:00,76,56.1,617.1,EVENING,Customer Visit,Yes,Business
691,10-01-2016,07:04:00,West Palm Beach,West Palm Beach,10-01-2016,08:27:00,83,30.2,332.2,MORNING,Meal/Entertain,Yes,Business
692,17-06-2016,06:11:00,Kissimmee,West Palm Beach,17-06-2016,06:24:00,13,8.6,94.6,MORNING,Customer Visit,No,Business
693,30-04-2016,08:31:00,Fort Pierce,Palm Bay,30-04-2016,10:29:00,118,78.3,861.3,MORNING,Meal/Entertain,No,Business
694,24-06-2016,09:43:00,Miami,Fort Pierce,24-06-2016,11:18:00,95,67.3,740.3,MORNING,Meal/Entertain,No,Business
695,05-01-2016,15:13:00,Tampa,Fort Pierce,05-01-2016,16:56:00,103,45.6,501.6,EVENING,Customer Visit,No,Personal
696,18-04-2016,16:24:00,Fort Pierce,Palm Bay,18-04-2016,16:30:00,6,4.3,47.3,EVENING,Meeting,No,Business
697,25-05-2016,09:38:00,Miami,Palm Bay,25-05-2016,10:26:00,48,19.9,218.9,MORNING,Meeting,No,Business
698,03-02-2016,07:21:00,West Palm Beach,Palm Bay,03-02-2016,08:47:00,86,46.6,512.6,MORNING,Meeting,No,Business
699,06-05-2016,17:14:00,Palm Bay,Tampa,06-05-2016,17:19:00,5,2.6,28.6,EVENING,Errand/Supplies,No,Business
700,13-01-2016,18:12:00,Miami,Tampa,13-01-2016,18:44:00,32,23,253,EVENING,Meeting,No,Business
701,13-01-2016,11:58:00,Kissimmee,Fort Pierce,13-01-2016,13:30:00,92,57.3,630.3,AFTER-NOON,Meeting,No,Business
702,03-05-2016,06:41:00,Miami,Orlando,03-05-2016,07:18:00,37,27,297,MORNING,Meeting,No,Business
703,12-03-2016,11:18:00,Fort Pierce,Palm Bay,12-03-2016,13:08:00,110,42.2,464.2,AFTER-NOON,Customer Visit,No,Business
704,06-04-2016,18:53:00,Kissimmee,Orlando,06-04-2016,19:15:00,22,10.5,115.5,EVENING,Meal/Entertain,No,Personal
705,30-03-2016,14:56:00,Fort Pierce,Palm Bay,30-03-2016,15:57:00,61,35.3,388.3,AFTER-NOON,Meeting,No,Business
706,21-03-2016,15:31:00,Kissimmee,Tampa,21-03-2016,16:18:00,47,18.3,201.3,EVENING,Meeting,No,Business
707,30-01-2016,09:52:00,Tampa,Fort Pierce,30-01-2016,11:34:00,102,62.2,684.2,MORNING,Meeting,No,Personal
708,26-01-2016,11:46:00,Kissimmee,Fort Pierce,26-01-2016,13:44:00,118,51.5,566.5,AFTER-NOON,Meeting,No,Business
709,14-06-2016,08:36:00,Kissimmee,Kissimmee,14-06-2016,09:47:00,71,56.4,620.4,MORNING,Meeting,Yes,Business
710,19-02-2016,13:48:00,Palm Bay,West Palm Beach,19-02-2016,14:11:00,23,7.9,86.9,AFTER-NOON,Meeting,No,Business
711,10-05-2016,14:33:00,Palm Bay,Orlando,10-05-2016,15:05:00,32,17.3,190.3,AFTER-NOON,Customer Visit,No,Personal
712,16-02-2016,12:27:00,Tampa,Orlando,16-02-2016,12:37:00,10,6.8,74.8,AFTER-NOON,Meeting,No,Business
713,06-05-2016,16:08:00,Miami,Fort Pierce,06-05-2016,17:41:00,93,43.8,481.8,EVENING,Meeting,No,Personal
714,17-05-2016,15:31:00,Orlando,Tampa,17-05-2016,15:39:00,8,5.7,62.7,EVENING,Meeting,No,Business
715,11-06-2016,19:44:00,Palm Bay,Orlando,11-06-2016,20:16:00,32,15.6,171.6,NIGHT,Customer Visit,No,Personal
716,29-01-2016,09:47:00,Palm Bay,Tampa,29-01-2016,11:40:00,113,39.6,435.6,MORNING,Meeting,No,Business
717,11-01-2016,06:46:00,West Palm Beach,Tampa,11-01-2016,08:42:00,116,70.7,777.7,MORNING,Meeting,No,Business
718,20-03-2016,16:04:00,Kissimmee,Miami,20-03-2016,16:37:00,33,11.9,130.9,EVENING,Meal/Entertain,No,Personal
719,11-01-2016,17:29:00,Kissimmee,Fort Pierce,11-01-2016,18:00:00,31,16,176,EVENING,Meeting,No,Personal
720,06-02-2016,12:07:00,Orlando,West Palm Beach,06-02-2016,13:28:00,81,27.8,305.8,AFTER-NOON,Errand/Supplies,No,Personal
721,08-01-2016,19:59:00,Tampa,Tampa,08-01-2016,20:32:00,33,10.4,114.4,NIGHT,Meeting,Yes,Business
722,22-01-2016,09:51:00,Palm Bay,Kissimmee,22-01-2016,11:33:00,102,44.2,486.2,MORNING,Customer Visit,No,Personal
723,02-02-2016,13:52:00,West Palm Beach,Miami,02-02-2016,14:23:00,31,10.9,119.9,AFTER-NOON,Meeting,No,Business
724,26-02-2016,11:54:00,Palm Bay,Kissimmee,26-02-2016,13:30:00,96,68.4,752.4,AFTER-NOON,Meeting,No,Business
725,11-06-2016,18:17:00,Tampa,Miami,11-06-2016,18:32:00,15,10.1,111.1,EVENING,Meal/Entertain,No,Business
726,01-05-2016,09:19:00,Orlando,Miami,01-05-2016,10:08:00,49,38.7,425.7,MORNING,Meal/Entertain,No,Business
727,07-02-2016,09:24:00,Kissimmee,Tampa,07-02-2016,09:29:00,5,1.5,16.5,MORNING,Meeting,No,Business
728,01-02-2016,14:33:00,West Palm Beach,Palm Bay,01-02-2016,16:13:00,100,77.7,854.7,AFTER-NOON,Meal/Entertain,No,Personal
729,27-04-2016,10:39:00,Orlando,Orlando,27-04-2016,11:40:00,61,46.4,510.4,AFTER-NOON,Errand/Supplies,Yes,Business
730,16-02-2016,20:58:00,Miami,Tampa,16-02-2016,21:10:00,12,8.2,90.2,NIGHT,Meeting,No,Business
731,26-05-2016,13:57:00,Tampa,West Palm Beach,26-05-2016,15:42:00,105,52.8,580.8,AFTER-NOON,Meal/Entertain,No,Business
732,12-02-2016,19:57:00,Kissimmee,Kissimmee,12-02-2016,20:42:00,45,19,209,NIGHT,Customer Visit,Yes,Business
733,26-05-2016,16:06:00,Miami,Orlando,26-05-2016,16:43:00,37,11.8,129.8,EVENING,Customer Visit,No,Personal
734,13-02-2016,06:43:00,Kissimmee,Orlando,13-02-2016,07:07:00,24,17,187,MORNING,Airport/Travel,No,Business
735,07-03-2016,07:56:00,Tampa,West Palm Beach,07-03-2016,09:38:00,102,65.9,724.9,MORNING,Meeting,No,Personal
736,20-05-2016,06:54:00,Miami,Fort Pierce,20-05-2016,08:17:00,83,25.8,283.8,MORNING,Meal/Entertain,No,Business
737,13-01-2016,11:34:00,Miami,Fort Pierce,13-01-2016,13:09:00,95,55.1,606.1,AFTER-NOON,Meeting,No,Business
738,29-02-2016,10:11:00,Fort Pierce,Palm Bay,29-02-2016,10:19:00,8,3.1,34.1,AFTER-NOON,Meal/Entertain,No,Business
739,15-02-2016,18:20:00,Palm Bay,Kissimmee,15-02-2016,20:13:00,113,77,847,EVENING,Errand/Supplies,No,Personal
740,01-06-2016,13:07:00,Orlando,Orlando,01-06-2016,14:40:00,93,46.3,509.3,AFTER-NOON,Meeting,Yes,Business
741,23-01-2016,17:18:00,Palm Bay,Kissimmee,23-01-2016,17:37:00,19,8.7,95.7,EVENING,Errand/Supplies,No,Business
742,09-02-2016,11:15:00,Palm Bay,West Palm Beach,09-02-2016,12:45:00,90,62.5,687.5,AFTER-NOON,Customer Visit,No,Business
743,04-01-2016,12:42:00,Orlando,Kissimmee,04-01-2016,14:35:00,113,81.7,898.7,AFTER-NOON,Meal/Entertain,No,Business
744,23-05-2016,20:34:00,Miami,Fort Pierce,23-05-2016,21:56:00,82,45.9,504.9,NIGHT,Errand/Supplies,No,Personal
745,05-02-2016,15:48:00,Kissimmee,Miami,05-02-2016,16:04:00,16,12.4,136.4,EVENING,Meeting,No,Business
746,30-04-2016,11:04:00,Fort Pierce,Kissimmee,30-04-2016,11:41:00,37,17.3,190.3,AFTER-NOON,Meeting,No,Personal
747,23-01-2016,06:03:00,Kissimmee,Tampa,23-01-2016,06:40:00,37,18.1,199.1,MORNING,Airport/Travel,No,Business
748,29-02-2016,16:59:00,Orlando,Orlando,29-02-2016,18:36:00,97,62.9,691.9,EVENING,Meal/Entertain,Yes,Business
749,27-03-2016,20:37:00,Kissimmee,Miami,27-03-2016,21:26:00,49,26.5,291.5,NIGHT,Customer Visit,No,Business
750,13-04-2016,12:42:00,Miami,Palm Bay,13-04-2016,13:18:00,36,23.8,261.8,AFTER-NOON,Customer Visit,No,Personal
751,03-03-2016,17:44:00,Tampa,Tampa,03-03-2016,18:48:00,64,34.1,375.1,EVENING,Meeting,Yes,Personal
752,15-03-2016,10:33:00,Orlando,Fort Pierce,15-03-2016,12:28:00,115,59.4,653.4,AFTER-NOON,Meal/Entertain,No,Personal
753,26-04-2016,10:12:00,Palm Bay,Kissimmee,26-04-2016,12:11:00,119,48.4,532.4,AFTER-NOON,Meeting,No,Business
754,08-03-2016,18:31:00,Fort Pierce,Tampa,08-03-2016,18:47:00,16,5.8,63.8,EVENING,Meal/Entertain,No,Personal
755,17-02-2016,16:51:00,Kissimmee,Fort Pierce,17-02-2016,17:40:00,49,19.2,211.2,EVENING,Meeting,No,Business
756,05-06-2016,17:47:00,Orlando,Tampa,05-06-2016,18:51:00,64,30.2,332.2,EVENING,Errand/Supplies,No,Personal
757,29-01-2016,17:43:00,West Palm Beach,Kissimmee,29-01-2016,18:51:00,68,49.3,542.3,EVENING,Customer Visit,No,Business
758,14-05-2016,09:35:00,Tampa,Palm Bay,14-05-2016,10:37:00,62,45.2,497.2,MORNING,Errand/Supplies,No,Business
759,20-06-2016,13:39:00,Palm Bay,West Palm Beach,20-06-2016,15:03:00,84,49.1,540.1,AFTER-NOON,Customer Visit,No,Business
760,19-06-2016,06:16:00,Miami,Miami,19-06-2016,07:25:00,69,39.8,437.8,MORNING,Customer Visit,Yes,Business
761,09-05-2016,18:01:00,Kissimmee,Palm Bay,09-05-2016,18:13:00,12,5.7,62.7,EVENING,Airport/Travel,No,Personal
762,01-06-2016,15:02:00,Tampa,Palm Bay,01-06-2016,15:59:00,57,43.4,477.4,EVENING,Airport/Travel,No,Business
763,23-04-2016,17:16:00,Orlando,Tampa,23-04-2016,18:54:00,98,69.5,764.5,EVENING,Customer Visit,No,Business
764,25-04-2016,19:58:00,West Palm Beach,Orlando,25-04-2016,21:18:00,80,35.6,391.6,NIGHT,Airport/Travel,No,Business
765,06-05-2016,18:18:00,Kissimmee,Tampa,06-05-2016,18:34:00,16,9,99,EVENING,Meal/Entertain,No,Business
766,26-06-2016,07:10:00,West Palm Beach,Kissimmee,26-06-2016,07:58:00,48,15.5,170.5,MORNING,Customer Visit,No,Business
767,18-02-2016,14:28:00,Tampa,Tampa,18-02-2016,15:03:00,35,17.7,194.7,AFTER-NOON,Meal/Entertain,Yes,Personal
768,27-02-2016,14:57:00,Palm Bay,West Palm Beach,27-02-2016,15:12:00,15,8.7,95.7,AFTER-NOON,Meeting,No,Business
769,19-06-2016,06:05:00,Fort Pierce,Kissimmee,19-06-2016,06:21:00,16,6.7,73.7,MORNING,Airport/Travel,No,Personal
770,05-03-2016,20:02:00,Miami,Palm Bay,05-03-2016,20:24:00,22,16.6,182.6,NIGHT,Meeting,No,Personal
771,05-06-2016,10:22:00,Orlando,Miami,05-06-2016,11:31:00,69,25.8,283.8,AFTER-NOON,Meal/Entertain,No,Personal
772,11-02-2016,07:20:00,Miami,Palm Bay,11-02-2016,07:42:00,22,6.9,75.9,MORNING,Customer Visit,No,Personal
773,01-05-2016,12:47:00,Palm Bay,Orlando,01-05-2016,14:14:00,87,53.8,591.8,AFTER-NOON,Customer Visit,No,Business
774,27-01-2016,12:51:00,West Palm Beach,Orlando,27-01-2016,13:15:00,24,16.8,184.8,AFTER-NOON,Meal/Entertain,No,Personal
775,29-06-2016,11:13:00,Palm Bay,Fort Pierce,29-06-2016,13:00:00,107,33.4,367.4,AFTER-NOON,Meeting,No,Business
776,03-05-2016,06:59:00,Palm Bay,Palm Bay,03-05-2016,07:15:00,16,9.3,102.3,MORNING,Customer Visit,Yes,Business
777,21-02-2016,12:04:00,West Palm Beach,Fort Pierce,21-02-2016,12:39:00,35,11.8,129.8,AFTER-NOON,Airport/Travel,No,Business
778,17-05-2016,19:02:00,Orlando,West Palm Beach,17-05-2016,20:43:00,101,45.7,502.7,NIGHT,Customer Visit,No,Business
779,09-03-2016,06:47:00,Miami,Kissimmee,09-03-2016,08:15:00,88,55,605,MORNING,Meeting,No,Business
780,06-01-2016,16:17:00,Orlando,West Palm Beach,06-01-2016,17:15:00,58,29.7,326.7,EVENING,Meal/Entertain,No,Personal
781,23-06-2016,16:04:00,Tampa,Kissimmee,23-06-2016,16:09:00,5,2.5,27.5,EVENING,Customer Visit,No,Business
782,27-02-2016,13:08:00,Orlando,Orlando,27-02-2016,13:34:00,26,9.4,103.4,AFTER-NOON,Meeting,Yes,Business
783,29-06-2016,18:35:00,Palm Bay,Tampa,29-06-2016,20:20:00,105,74.1,815.1,EVENING,Customer Visit,No,Business
784,16-02-2016,07:56:00,Orlando,Kissimmee,16-02-2016,08:53:00,57,19.9,218.9,MORNING,Errand/Supplies,No,Business
785,07-05-2016,06:31:00,Fort Pierce,Miami,07-05-2016,07:01:00,30,13.8,151.8,MORNING,Errand/Supplies,No,Business
786,25-03-2016,16:58:00,Tampa,West Palm Beach,25-03-2016,17:58:00,60,23.3,256.3,EVENING,Meeting,No,Business
787,18-01-2016,08:16:00,Miami,Orlando,18-01-2016,09:14:00,58,28.2,310.2,MORNING,Meeting,No,Business
788,27-01-2016,20:18:00,West Palm Beach,Kissimmee,27-01-2016,22:09:00,111,60.6,666.6,NIGHT,Meeting,No,Business
789,23-03-2016,15:11:00,Kissimmee,Fort Pierce,23-03-2016,15:39:00,28,20.8,228.8,EVENING,Meeting,No,Business
790,08-05-2016,19:37:00,Palm Bay,Tampa,08-05-2016,20:25:00,48,31.7,348.7,NIGHT,Errand/Supplies,No,Business
791,24-01-2016,13:22:00,Kissimmee,Tampa,24-01-2016,14:31:00,69,32.7,359.7,AFTER-NOON,Customer Visit,No,Business
792,11-02-2016,17:57:00,West Palm Beach,Miami,11-02-2016,18:52:00,55,36.7,403.7,EVENING,Errand/Supplies,No,Business
793,15-05-2016,09:59:00,Miami,Fort Pierce,15-05-2016,10:27:00,28,13.4,147.4,MORNING,Meal/Entertain,No,Business
794,28-04-2016,10:14:00,Palm Bay,Miami,28-04-2016,10:25:00,11,6.1,67.1,AFTER-NOON,Customer Visit,No,Personal
795,29-01-2016,11:55:00,Orlando,Palm Bay,29-01-2016,13:19:00,84,48.1,529.1,AFTER-NOON,Meeting,No,Business
796,24-04-2016,19:08:00,Kissimmee,Orlando,24-04-2016,20:48:00,100,66,726,NIGHT,Meeting,No,Business
797,09-04-2016,11:26:00,Miami,Palm Bay,09-04-2016,12:52:00,86,61.4,675.4,AFTER-NOON,Airport/Travel,No,Business
798,27-02-2016,15:44:00,Tampa,Palm Bay,27-02-2016,17:11:00,87,47.3,520.3,EVENING,Meeting,No,Business
799,01-05-2016,07:00:00,Palm Bay,Fort Pierce,01-05-2016,08:35:00,95,48.1,529.1,MORNING,Customer Visit,No,Business
800,10-05-2016,20:51:00,West Palm Beach,Palm Bay,10-05-2016,21:21:00,30,19.4,213.4,NIGHT,Airport/Travel,No,Personal
801,06-06-2016,20:28:00,Kissimmee,Miami,06-06-2016,20:36:00,8,3.2,35.2,NIGHT,Customer Visit,No,Business
802,29-01-2016,10:18:00,Palm Bay,Palm Bay,29-01-2016,10:33:00,15,5.9,64.9,AFTER-NOON,Airport/Travel,Yes,Business
803,05-03-2016,11:00:00,Miami,Miami,05-03-2016,12:28:00,88,48.3,531.3,AFTER-NOON,Meal/Entertain,Yes,Business
